formulae,charges
['C8H11NO3'],[0]
['C7H9O5'],[-1]
"['H2SeO3', 'O3Se']",[-2]
"['O3S', 'SO3', 'HSO3']",[-2]
['C12H17N4OS'],[1]
['C5H6N2O2'],[0]
"['HS2O3', 'O3S2', 'HO3S2']",[-2]
['O4W1'],[-2]
['C17H25N3O17P2'],[-2]
['C55H89O4P'],[-2]
['C15H19N2O18P2'],[-3]
['C5H10O5'],[0]
['C6H11O7PS'],[-2]
['C6H11O7PS'],[-2]
['C5H6O3'],[0]
"['C6H10O5', 'C6H12O6']",[0]
['C12H22O11'],[0]
['C1920H3422O700P100'],[-200]
['C5H6NO3'],[-1]
['C9H16N5O8P'],[-2]
['C7H9N5O2'],[0]
['C6H9O4'],[-1]
['C4H7O3'],[-1]
['C16H32O2'],[0]
['C37H56O2'],[0]
['C38H56O4'],[0]
['C5H10O'],[0]
['C6H6O5'],[-2]
['C9H9O4'],[-1]
['C9H7O4'],[-1]
['C7H10O5'],[-2]
['C7H8O5'],[-2]
['C37H53O4'],[-1]
['C18H38NO2'],[1]
['C39H66N7O18P3S'],[-4]
['C5H10O'],[0]
['C6H9O3'],"[0, -1]"
['C33H52N7O18P3S'],[-4]
['C8H6O6'],[-2]
['C5H13N4O'],[1]
['C5H4O6'],[-2]
['C5H4O6'],[-2]
['C5H9NO4'],[0]
['C5H9NO3'],"[0, -1]"
['C5H9NO3'],[0]
['C6H10O7P'],[-3]
['C5H8O5'],[0]
['C6H10NO4'],[-1]
['C12H31N4O'],[3]
['C5H12O5'],[0]
['C2H4O'],[0]
['C23H34N7O17P3S'],"[0, -4]"
['C7H9NO5'],[-2]
['C6H11NO4'],[0]
['C7H6O6'],[-2]
['C7H14N2O3'],[0]
['C9H17NO4'],[0]
['C9H17NO4'],[0]
['C4H8O2'],[0]
['C10H12N5O10P2'],[-3]
['C10H12N5O10P2'],[-3]
['C15H21N5O14P2'],[-2]
['C5H4O5'],"[0, -2]"
['C3H7NO2'],[0]
['C2H3N2O3'],[-1]
['C15H23N6O5S'],[1]
['C10H12N5O7P'],[-2]
"['C6H15N4O2X', 'C6H15N4OR', 'C21H36N4O17P2R3', 'C6H14N4OR']","[2, -1]"
['C4H6NO4'],"[0, -1]"
['C20H27N7O9PS'],[-1]
['CH2NO5P'],[-2]
['C44H89NO5'],[0]
['C5H13NO4P'],[-1]
['C6H5O7'],[-3]
['CO2'],[0]
['C21H32N7O16P3S'],"[0, -4]"
['C7H15NO3'],[0]
['C33H52N7O17P3S'],[-4]
['H2S2X'],[0]
['C9H13N5O4'],[0]
['C9H11N2O11P2'],[-3]
['C28H46O'],[0]
['C28H44O'],[0]
['C27H31N9O15P2'],"[-3, -2]"
['Fe'],[2]
['C1695H2995O101'],[0]
['C15H25O7P2'],[-3]
['C6H11O9P'],[-2]
['C2H4O2'],[0]
['C10H12N5O11P2'],[-3]
['C10H12N5O11P2'],[-3]
['C16H23N5O16P2'],[-2]
['C5H10N2O3'],[0]
['C5H8NO4'],"[0, -1]"
"['C2HO3', 'C2H1O3']",[-1]
['H2O'],[0]
['H2O'],[0]
['H'],"[0, 1]"
['H'],"[0, 1]"
['C30H49O7P2'],[-3]
['C8H7O4'],"[0, -1]"
"['C7H10O7', 'C7H7O7']","[0, -3]"
['C6H9N3O2'],[0]
['C6H9N3O2'],[0]
"['C27H40N7O20P3S', 'C27H39N7O20P3S']",[-5]
['C47H80N7O17P3S'],[-4]
['C16H32O'],[0]
['C10H10N2O'],[0]
['C7H14O2'],[0]
['C5H12O'],[0]
['C10H9NO'],[0]
['C10H8NO2'],[-1]
['C30H50O'],[0]
['C55H94N2O37P2'],[-2]
['C6H10O5'],[0]
['C6H10O5'],[0]
['C5H11NO2S'],[0]
"['C6H7O21P5', 'C6H9O21P5']",[-10]
['C6H9O15P3'],[-6]
['C7H7O7'],[-3]
"['C6H6O24P6', 'C6H10O24P6']",[-12]
['C6200H11900N100O2400P200'],[-200]
['C5600H10900N100O1600P100'],[-100]
['C5400H10500N100O1700P100'],[-100]
"['C14H27OSR', 'C25H47N2O8PRS', 'C14H27ORS', 'C14H27OX', 'C398H629O143N96P1S3']","[0, -1]"
['C6H11NO2'],[0]
['C21H26N7O14P2'],"[0, -1]"
['C21H25N7O17P3'],"[0, -3]"
['C21H25N7O17P3'],"[0, -3]"
"['H4N', 'NH4']",[1]
['C11H12NO9P'],[-2]
['O2'],[0]
['O2'],[0]
['C4H2O5'],[-2]
['C18H35O2'],[-1]
['C29H51N2O8PRS'],[-1]
['C39H64N7O17P3S'],[-4]
['C7H5O7'],[-3]
['C3540H6544O800P100'],[-200]
['C6H11O4'],[-1]
['C10H11N5O10P2'],"[0, -4]"
['C4040H7844N100O800P100'],[0]
"['C2H4NO2RC2H2NOR', 'C153H250N26O55P2']","[0, -1]"
['C9H11NO2'],[0]
['C10H12O2'],[0]
['C34H32N4O4'],[-2]
['C34H38N4O4'],[-2]
['C5H8O14P3'],[-5]
['C3840H7144N100O1000P100'],[-100]
"['C9H13N2O9P', 'C9H11N2O9P']","[-2, -1]"
['C4140H7444O1900P300'],[-500]
['C4140H7644O1300P100'],[-100]
['C3940H7644N100O800P100'],[0]
['C7H3NO4'],[-2]
['C5H9O8P'],[-2]
['C18H32O16'],[0]
"['C17H19N4O6', 'C17H20N4O6']","[0, -1]"
['C18H40NO2'],[1]
['C18H40NO2'],[1]
['C10H30N4'],[4]
['C6H12O6'],[0]
['C4H4O4'],[-2]
"['C14H25OX', 'C398H627O143N96P1S3', 'C25H45N2O8PRS']","[0, -1]"
['C35H56N7O17P3S'],[-4]
['C18H32N2O4R'],[0]
['C12H16N4O10P3S'],[-3]
['C4H9NO3'],[0]
"['C4H9NO3X', 'C19H30NO18P2R3', 'C4H8NO2R', 'C4H9NO2R']","[1, -2]"
"['C6H7NO2S2R2', 'C10H12N4O4S2R4', 'X']",[0]
"['C10H14N4O4S2R4', 'C6H9NO2S2R2', 'XH2']",[0]
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['C10H17O10PR2', 'HOX', 'HR', 'R', 'C15H23O16P2R3']","[0, -2]"
"['C15H23O16P2R3', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
['C45H78N7O17P3S'],[-4]
['C45H78N7O17P3S'],[-4]
['C45H78N7O17P3S'],[-4]
['C9H11N2O12P2'],[-3]
['C9H11N2O9P'],[-2]
['C27H44O'],[0]
['C13H25NO2S2'],[0]
['C48H72O3'],[0]
['C6H5O7Mg'],"[10000000, -1]"
['X'],[0]
['C7H5O2'],"[0, -1]"
['C2010H3615N150O542P100'],[-100]
['C50H81O7P2'],[-3]
['C6H11O9P'],"[-2, -1]"
['C2160H4165O542'],[100]
['C8H17NOS2'],[0]
['C17H31O2'],[-1]
['C166H328N27O161P25'],[0]
['C241H428N2O261P25'],[-25]
"['C49FeH54N4O6', 'C49H54FeN4O6', 'C49H55FeN4O6']","[-6, -3, -2]"
['C25H38N7O17P3S'],"[0, -4]"
['C9H15N2O5'],[-1]
['C9H11NO6'],[-2]
['H5NO'],[0]
['C1560H3015O192P50'],[-100]
['C1660H3365N50O192P50'],[0]
['C1710H3315O442P100'],[-150]
['C5H10O4'],[0]
['C8H7O3'],"[0, -1]"
['C6H3O6'],[-3]
['C42H47N3O25'],[0]
['C6H5O6'],[-3]
['H2O6S3'],[-2]
['C5H10O4'],[0]
['C16H21NO11'],[-1]
['C42FeH47N3O25'],[3]
['C6H12N2O4S2'],[0]
['C42FeH47N3O25'],[3]
"['C30FeH29N3O16', 'C30H29FeN3O16']","[0, 3]"
['C42H49N3O26'],[0]
['C4H9NO4'],[0]
"['CH3NO', 'CH4NO']",[0]
['O6S4'],[-2]
"['C650H1093N2O436P4', 'C656H1103N2O440P4']",[-11]
['C72H99CoN18O20P2'],[-2]
"['C2H7NO3P', 'C2H7N1O3P1']",[-1]
['C79H132O24P2'],[-2]
['C27H46FeN6O10'],[0]
['C42FeH49N3O26'],[0]
['C42FeH49N3O26'],[0]
['C27H46N6O10'],[0]
"['C5H6O4', 'C5H6O3']","[0, -2]"
['C5H12O5'],[0]
['C7H5O3'],"[0, -1]"
['Fe'],[0]
['C110H196N2O40P2'],[0]
['C6H13NO5'],[0]
['C141H226N2O73P4'],[0]
['C122H195N2O54P3'],[0]
['C129H206N2O63P4'],[0]
['C8H7O2'],"[0, -1]"
"['C8H16NO9P', 'C8H14NO9P']","[0, -2]"
['C131H210N2O63P4'],[0]
['C149H240N2O78P4'],[0]
['C18H32O16'],[0]
['C5H10O5'],[0]
[],[0]
['C20H29N4O16P'],[-2]
['C6H11O9P'],"[0, -1]"
['C25H38N7O18P3S'],"[0, -4]"
['C8H7O3'],"[0, -1]"
['C6H7NO3'],[0]
['C37H56O3'],[]
['C84H148N2O38P2'],[-6]
"['C10H13N2O8P', 'P3O9']","[0, -3]"
['C15H21N3O15P2'],[0]
['C96H170N2O39P2'],[-6]
['C144H251N3O78P2'],[-6]
['C7H8O6'],[-2]
['C7H6O5'],[-2]
['C7H8O6'],[-2]
['C6H11NO2'],[0]
['C9H7O4'],[-1]
['C8H8O'],[0]
['C8H7O2'],[-1]
['C7H7O4'],[-1]
['C7H5O4'],[-1]
['C9H7O3'],[-1]
['C7H5O3'],[-1]
['C6H4O5'],[-2]
['C6H7O3'],[-1]
['C5H5NO2'],[0]
['C14H5N2O8'],"[-4, -3]"
['C7H8O'],[0]
['C6H6O2'],[0]
['C7H5O2'],"[0, -1]"
['C6H6O4'],"[0, -1]"
['C6H6O2'],[0]
['C5H13NO4S'],[0]
['C5H13NO4S'],[0]
['C10H12O3'],[0]
"['C42H53FeN8O6S2', 'C34H32FeN4O4R4', 'C34H32FeN4O4']","[1, 2, -2]"
['C6H15N2O2'],[1]
['C6H10O2R'],[]
['C5H10O'],[0]
"['HCO3', 'CHO3']",[-1]
['C7H3O7'],[-3]
['C7H5O5'],[-1]
['C7H5O5'],[-1]
['C4H5O3'],"[0, -1]"
['C6H9O4'],[-1]
['C26H38N7O17P3S'],[-4]
['C27H37N7O19P3S'],[-5]
['C7H3O6'],[-3]
['C7H5O8'],[-3]
['C44H44N4O17'],[-8]
['C45H46N4O17'],[-8]
['C45H54N4O14'],[-6]
['R'],[]
['C9H7O3'],[-1]
['C3H5NO'],[0]
"['C2H6NO', 'C2H5NO']",[0]
['C42H54FeN8O6S2'],[]
['C39H73NO10P'],[]
['C30H55N2O8PRS'],[]
"['H2CO3', 'CH2O3']",[0]
['R'],[]
['R'],[]
['C39H73O13P2'],[]
['C49H87N3O20P2'],[]
['C15H24N3O16P2'],[]
['C176H338O16'],[]
['C37H73O2'],[]
['C149H288O15'],[]
['C43H71N5O10'],[2]
['C42H38N4O16'],[]
['C4H8O2S2'],[0]
"['C3H6NO2Se', 'C3H7NO2Se']",[0]
['C14H18O4'],[]
['C53H92N7O20P3S'],[]
['C32H61O5'],[]
['C94H153N8O26P2'],[-3]
['C94H153N8O26P2'],[-3]
['C99H188O6'],[]
"['C12H20N2O6S', 'C12H21N2O6S']",[]
['C41H78O13P'],[]
['C34H60O4'],[]
['C11H8O2'],[]
['C23H37O3'],[]
['C41H79O13P2'],[]
['C47H85N3O15P2'],[]
['C96H190O5'],[]
['C27H53O2'],[]
['C40H62N9O26P2'],[-3]
['C17H30N2O12S'],[]
['C15H18N3O5S'],[]
['C34H30MgN4O4'],[-2]
['C42H72O36'],[]
['C20H39O2'],[-1]
"['C938H1525NO722P2', 'C604H983NO451P2']",[]
['C74H134O38P'],[]
['C80H144O43P'],[]
['C78H144O29P'],[]
['C84H154O34P'],[]
['C19H37O2'],[]
['C362H690O41'],[]
['C20H28N3O20P2'],[]
['C34H52N7O24P2'],[-3]
['C42H72O36'],[0]
['C14H25NO11'],[]
['C30H50O25'],[]
['C56H92O9P'],[]
['C30H57N2O8PRS'],[]
['C10H12N5O13P3'],[-4]
['C67H127N2O8PRS'],[]
['RMYC'],[]
['C71H135N2O8PRS'],[]
['C68H129N2O8PRS'],[]
['C62H117N2O8PRS'],[]
['C63H119N2O8PRS'],[]
['C68H131N2O9PRS'],[]
['C5H8O14P3'],[]
"['C44H45CoN4O16', 'C44H45N4O16Co']",[-7]
"['C44H47CoN4O16', 'C44H47N4O16Co']",[-7]
['C45H45N4O16Co'],[-7]
['CO'],[0]
['C40H79O2'],[]
['C31H61O2'],[]
['C26H51O2'],[]
['C8H15N2'],[0]
['C8H8O3'],[0]
['C29H42N7O19P3S'],[0]
['C8H10NO2'],[0]
['C42H47N3O25'],[0]
['C6H9O6'],[-1]
['C16H21NO11'],[-1]
"['C15H19N2O18P2', 'C15H22N2O18P2']",[0]
['C1093H2224O350N50P50'],[0]
['C2286H3998N150O750P100'],[-100]
['C24H36N3O15'],[-1]
['C171H297N4O88P2'],[-7]
['C3H8O2'],[0]
['C3H8O2'],[0]
['C5H8O3S'],[0]
['C3H2O4'],[0]
['Au'],[1]
['Au'],[1]
"['C2H7NO3P', 'C2H7N1O3P1']",[-1]
"['C8H8O3', 'C8H7O3']","[0, -1]"
"['C8H8O3', 'C8H7O3']","[0, -1]"
['C8H7O4'],[-1]
['C55H68CoN11O15'],[-4]
['C79H130O24P2'],[-2]
['C79H130O24P2'],[-2]
['C67H110O16P2'],[-2]
['C73H120O21P2'],[-2]
['C103H170O41P2'],[-2]
['C127H210O58P2'],[-2]
['C223H370O126P2'],[-2]
['C295H490O177P2'],[-2]
['C343H570O211P2'],[-2]
['C367H610O228P2'],[-2]
['C15H21N3O15P2'],[-2]
['C81H134O25P2'],[-2]
['C81H134O25P2'],[-2]
['C90H165N25O25S'],[0]
['C350H601N112O120S3'],[0]
['C5H4O5'],[-2]
['C28H46N7O20P3S'],[]
['C5H9O2'],[-1]
['C28H36N7O18P3S'],[-4]
['C32H41N7O19P3S'],[-5]
['C14H13O7'],[-1]
['C14H15O7'],[-1]
['C130H232N4O54P2'],[-6]
['C117H210N4O43P2'],[-6]
['C31H39N8O17P3S'],[-4]
['C96H172N4O36P2'],[-6]
['C68H128N4O21P2'],[-4]
['C42H72O36'],[]
['C24H42O21'],[0]
['C30H52O26'],[]
['C3H7NO2'],[]
['C24H34N7O17P3S'],[-4]
"['C26H41N7O18P3S', 'C26H40N7O17P3S']",[-4]
['C43H76N4O19P2'],[-2]
['C7H8O2'],[0]
['C4H10O'],[]
['CrO4'],[-2]
['C5H9O2'],[-1]
['C5H9O2'],[-1]
['C7H8O'],[0]
['C142H255N5O63P2'],[-4]
['C42H54FeN8O6S2'],[2]
['C30H57N1O10P1'],[-1]
['C8H10O4'],[0]
['C21H37O7P1'],[-2]
['C29H51N2O8PRS'],[-1]
['C39H63O8P1'],[-2]
['C40H56O'],[0]
['C40H56O2'],[0]
['R'],[3]
['C35H33MgN4O5'],[-1]
['C10H17N5O4R'],[0]
['C48H79N3O15P2'],[-2]
['C48H75N3O15P2'],[-2]
"['C47H88O15', 'C47H89O15']","[0, 1]"
['C41H74O10'],[0]
"['C47H85O15', 'C47H84O15']","[0, 1]"
['C51H97O15'],[1]
['C51H93O15'],[1]
['C45H70O10'],[0]
['C40H56'],[0]
['C35H33MgN4O4'],[-1]
['C42H70O10P1'],[-1]
['C42H66O10P1'],[-1]
['R'],[0]
['C40H65O7P2'],[-3]
['C5H8O11P2'],[-4]
['C15H21N2O19P2S'],[-3]
['C45H75O13S'],[-1]
['C45H87O13S'],[-1]
['C45H83O13S'],[-1]
['C45H71O13S'],[-1]
['C27H46O2'],[0]
['C31H46O2'],[0]
['CO'],[0]
['C40H45N11O19'],[-6]
['C20H29OR2CO'],[0]
['C21H30O4'],[0]
['C20H27O2'],[-1]
['C21H30O3'],[0]
['C28H44O3'],[0]
['C6H5NO4'],[0]
['C8H7O5'],[-1]
['C4H9NO2'],[0]
['C9H13N2O2'],[1]
['C9H14NO2'],"[0, 1]"
['C3H2O5S'],[-2]
['C10H8NO5'],[-1]
['C10H8NO4'],[-1]
['C6H5NO3'],"[0, -1]"
['C7H16NO'],[1]
['C20H31O4'],[-1]
['C19H29O5S'],[-1]
['C17H19N3O4S'],[0]
['C10H8NO3'],[-1]
['C19H28O3'],[0]
['C27H44O'],[0]
['C49H55N13O24'],[-8]
['C49H57N13O24'],[-8]
['C20H29OR2CO'],[0]
['C9H6NO4'],[-1]
['XCO2C21H31N7O15P3S'],[-4]
['XCO2C21H31N7O15P3S'],[-4]
['C8H14NO9P'],[-2]
['C17H29NO14PRCO2R2CO2'],[-1]
['C72H121N4O43RCO'],[-2]
['C72H121N4O43RCO'],[-2]
['C9H14NO3'],[1]
['C10H12N5O10PSe'],[-2]
['C17H12O6'],[0]
['C5H9O6PRR2CO'],[-2]
['C21H28O5'],[0]
"['C3H4O5PRCO2', 'C3H6O5PRCO2']",[-2]
['C25H38O8'],[0]
"['XH', 'CHNOR2', 'HX']",[0]
['C16H27N4O3SX'],[0]
['C21H32O2'],[0]
"['C62H93CoN13O15P', 'C62H89CoN13O15P']","[0, 1]"
['C41H62N7O17P3S'],[-4]
['C10H16O'],[0]
['C12H17N3O11P2RCO2R2CO2'],[-2]
['C22H33O2'],[-1]
['C29H47NO4'],[0]
['C14H25N4O10P2'],[-1]
['C7H14O5NPRR2CO'],[0]
['C1025H1650O70P20'],[-30]
['C1080H1738O40P10'],[-20]
"['C30H52N7O17P3S', 'C30H48N7O17P3S']",[-4]
"['C32H52N7O17P3S', 'C32H54N7O17P3S']",[-4]
['C1085H1780O90P10'],[-10]
['C1080H1768O10'],[0]
['C1025H1670O40P10'],[-20]
['C8H11NO5S'],[0]
['C17H12O7'],[0]
['C41H62N7O17P3S'],[-4]
['C24H32O8'],[0]
['C10H13N2O3'],[1]
['C64H112N3O36RCO'],[0]
['C50H89N2O26RCO'],[0]
['C64H112N3O35RCO'],[0]
['C90H155N4O54RCO'],[0]
['C64H112N3O37RCO'],[0]
['C70H122N3O41RCO'],[0]
['C26H43NO5'],[0]
['C6H8O6'],[0]
['C24H46NO7RCO'],[0]
['C3H5O4'],"[0, -1]"
['C66H111O56X'],[0]
['C99H159N7O62RCO'],[-5]
['C99H159N7O62RCO'],[-5]
['C77H127N5O46RCO'],[-3]
['C3H7N3O2'],[0]
['C9H6O3'],[0]
['C23H43NO4'],[0]
['C20H27O3'],[-1]
['C47H31NO15'],[0]
"['C2H7NO2S', 'C2H6NO2S']","[0, -1]"
['I'],[-1]
['C9H14O12P'],[-3]
['C18H31O2'],[-1]
['C29H51N2O8PRS'],[-1]
['C25H45NO4'],[0]
['C9H6NO4'],[-1]
['C6H12N3'],[1]
['C6H8O18P4'],[-8]
['C6H10O12P2'],[-4]
['C1245H2040N20O220P20'],[-20]
['C58H97N5O41'],[0]
['C1105H1810N10O120P20'],[-20]
['C65H106N4O37RCO'],[-3]
['C10H8O'],[0]
"['C20H25O3', 'C20H27O3']",[-1]
['C9H15O12P2RCO2R2CO2'],[-3]
['C9H14O15P3RCO2R2CO2'],[-5]
['C9H15O12P2RCO2R2CO2'],[-3]
['C6H14N2O3'],[0]
['C10H16O'],[0]
['C19H37O2'],[-1]
['C19H38O'],[0]
['C5H9NO2'],[0]
['C20H31O5'],[-1]
['C20H31O5'],[-1]
['C20H28O'],[0]
['C20H28O'],[0]
['C20H30O'],[0]
['C26H35O8'],[-1]
['C14H20N6O5Se'],[0]
['C24H45NO10SRCO'],[-1]
['C3H4O6S'],[-2]
['C10H13N2O'],[1]
['C25H49NO4'],[0]
['C24H35O2'],[-1]
['C45H68N7O17P3S'],[-4]
['C31H53NO4'],[0]
['C36H66NO17RCO'],[0]
['C3H7NO2S2'],[0]
['C15H11I4NO4'],[0]
['C41H60N7O17P3S'],[-4]
['C27H43NO4'],[0]
['C15H12I3NO4'],[0]
['C19H27O5S'],[-1]
['C20H33O7P2'],[-3]
['C25H47NO4'],[0]
['C27H44O'],[0]
['C12H23O3'],[-1]
['C27H48O2'],[0]
['C27H46O3'],[0]
['C45H51N12O22'],[-7]
['C27H44O2'],[0]
['C4H9NO2'],[0]
['C12H18N2O4S'],[0]
['C6H4NO6S'],[-1]
['C39H45N11O18'],[-6]
['CO2R3'],[-1]
['C7H16NO2'],[1]
['C69H118N4O40RCO'],[-1]
['C15H20N5O17P3'],[-4]
['C20H31O2'],[-1]
['C29H50O2'],[0]
['C29H44O2'],[0]
['C4H7O3'],"[0, -1]"
['C45H50N4O18'],[-2]
['C33H34N4O6'],[-2]
['C10H11N5O6P'],[-1]
['C24H41N3O16'],[0]
['C21H30O5'],[0]
['C21H30O4'],[0]
['C45H66N2O45S3X'],[-5]
['C45H64N2O51S5X'],[-7]
['C10H13N5O3'],[0]
['C3H6ORCO2R2CO2'],[0]
['C22H33O2'],[-1]
['C10H14N3'],[1]
['C19H19N7O6'],[-2]
['C10H10N2O'],[0]
"['C16H35NO4', 'C16H31NO4']",[0]
['C32H39NO3'],[0]
['C20H31O2'],[-1]
['C18H21O5S'],[-1]
"['C19H17N7O6', 'C19H18N7O6']","[-1, -2]"
['C56H99N2O30RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C8H13N2O5'],[-1]
['C14H20NO11'],[-1]
['C18H24O3'],[0]
['C247H393N17O213S12X'],[-13]
['C81H129N6O67S3X'],[-4]
['C20H29O3'],[-1]
['C28H42N2O8S'],[-2]
['C18H29O2'],[-1]
['C3H7O2R2CO2'],[0]
['C10H16NO3'],[1]
['C6H10O5S2N'],[-1]
['C3H4O2'],[0]
['C58H96N5O40X'],[0]
['C24H45O2'],[-1]
['C54H90N3O29RCO'],[-2]
['C11H23O4NPRCO2'],[0]
['C5H12NO4PRCO2R2CO2'],[0]
['C6H12O6PRCO2R2CO2'],"[0, -1]"
['C6H11NO6PRCO2R2CO2'],[-1]
"['C15H30O2', 'C15H29O2']",[-1]
['C20H30O'],[0]
['C20H27O2'],[-1]
[],[]
['C84H135N6O61X'],[-2]
['C3H7NO2'],[0]
['C18H37NO5P'],[-1]
['C26H45NO7S'],"[0, -1]"
['C24H37O2'],[-1]
['C20H29O2'],[-1]
['C5H4N4O3'],[0]
['C18H33O2'],"[0, -1]"
['C28H44O'],[0]
['C27H46O3'],[0]
['C28H48O2'],[0]
['C23H34N7O17P3S'],"[0, -4]"
['C52H92N3O27RCO'],[0]
['C78H135N4O45RCO'],[0]
"['C72H125N4O41RCO', 'X']",[0]
['C52H92N3O27RCO'],[0]
['C58H102N3O32RCO'],[0]
['C38H69N2O17RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C10H12N5O7P'],[-2]
['C27H46O'],[0]
['C9H12N3O8P'],[-2]
['C21H32N7O16P3S'],"[0, -4]"
['C16H27N2O10X'],[0]
['C16H27N2O10X'],[0]
['C37H54NO37S2X'],[-4]
['C45H67N2O42S2X'],[-4]
['C31H47NO31S2X'],[-3]
['C37H52NO43S4X'],[-6]
['C30H55NO15SRCO'],[-1]
['C30H56NO12RCO'],[0]
['C50H89N2O26RCO'],[0]
['C70H122N3O40RCO'],[0]
['C76H132N3O44RCO'],[0]
['C50H89N2O26RCO'],[0]
['C70H122N3O40RCO'],[0]
['C56H99N2O31RCO'],[0]
['C70H117N2O55X'],[0]
"['C81H133N5O63R2', 'C76H127N2O60X']",[0]
['C44H79N2O22RCO'],[0]
['C38H69N2O17RCO'],[0]
"['C64H112N3O36RCO', 'X']",[0]
['C48H86NO27RCO'],[0]
['C30H56NO12RCO'],[0]
['C44H79N2O22RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C66H111N4O38RCO'],[-2]
['C6H12O6'],[0]
['C12H22O11'],[0]
['C55H95N3O30RCO'],[-1]
['C49H85N3O25RCO'],[-1]
['C88H143N6O54RCO'],[-4]
['C63H104N4O36RCO'],[-3]
['C79H119N5O83S6X'],[-7]
['C37H56NO31X'],[-2]
['C45H69N2O36X'],[-2]
['C51H76N2O42X'],[-3]
['C65H96N3O53X'],[-4]
['K'],[1]
['C129H208N9O101S3X'],[-4]
['C135H218N9O106S3X'],[-4]
['C149H240N10O119S4X'],[-5]
['C157H253N11O124S4X'],[-5]
['C163H262N11O132S5X'],[-6]
['C171H275N12O137S5X'],[-6]
['C87H142N6O62X'],[-1]
['C177H284N12O145S6X'],[-7]
['C185H296N13O153S7X'],[-8]
['C205H328N14O171S8X'],[-9]
['C227H362N16O192S10X'],[-11]
['C233H372N16O197S10X'],[-11]
['C241H385N17O202S10X'],[-11]
['C247H394N17O210S11X'],[-12]
['C101H165N7O72X'],[-1]
['C107H174N7O80SX'],[-2]
['C61H99N5O43X'],[-1]
['C75H121N6O56SX'],[-2]
['C75H120N6O59S2X'],[-3]
['C36H60N3O25X'],[0]
['C55H89N5O38X'],[-1]
"['C46H77N2O35X', 'C51H83N5O38R2']",[0]
['C52H87N2O40X'],[0]
['C58H97N2O45X'],[0]
['C3H5O4PRCO2R2CO2'],[-2]
"['C10H11N5O13P2S', 'C10H11N5O10P2']",[-4]
['C19H30N2O13X'],[-1]
['C23H48N2O5PRCO'],[0]
['C9H11N2O12P2'],[-3]
['C17H25N3O17P2'],"[0, -2]"
['C15H22N2O17P2'],[-2]
['C14H20N2O16P2'],[-2]
['C10H12N5O7P'],[-2]
['C39H43N11O18'],[-6]
['C44H51N12O21'],[-7]
"['XH', 'HX']",[0]
"['XH', 'HX']",[0]
['C8H14NO5X'],[0]
['C8H15NO6'],[0]
['C3H7NO2'],[0]
['C18H36NO2RCO'],[0]
['C45H67N2O46S3'],[-5]
['C45H66N2O49S4'],[-6]
['C45H68N2O43S2'],[-4]
['C37H55NO38S2'],[-4]
['C23H36O24S'],[-2]
['C31H48NO32S2'],[-3]
['C45H64N2O55S6'],[-8]
['C23H35O27S2'],[-3]
['C45H63N2O54S6X'],[-8]
['C9H13N3O5'],[0]
['C6H12O5'],[0]
['H'],"[0, 1]"
['H2O'],[0]
['C43H65N2O48S4'],[-5]
['C37H55NO38S2'],[-4]
['C31H49NO29S'],[-2]
['C23H37O21'],[-1]
['C5H4N4O'],[0]
['C6H9O7'],[-1]
['C188H302N13O163S9'],[-9]
['C174H280N12O150S8'],[-8]
['C160H258N11O137S7'],[-7]
['C118H192N8O98S4'],[-4]
['C110H179N7O93S4'],[-4]
['C104H169N7O88S4'],[-4]
['C96H157N6O80S3'],[-3]
['C76H125N5O62S2'],[-2]
"['C76H126N5O59S1', 'C76H126N5O59S']",[-1]
['C34H58N2O26'],[0]
['C78H127N6O61S2X'],[-2]
['C54H91N3O41'],[0]
['C12H22O11'],[0]
['C12H22O11'],[0]
['C14H25NO11'],[0]
['C90H145N6O65X'],[-2]
['C76H123N5O57'],[-2]
['C10H14N2O5'],[0]
['C9H11N2O9P'],[-2]
['C27H44O3'],[0]
['C27H44O3'],[0]
['C28H44O2'],[0]
['C4H7NO3'],[0]
['C26H38N7O17P3S'],[-4]
['C25H36N7O17P3S'],[-4]
['C58H87O4'],[-1]
['C31H48N7O18P3S'],[-4]
['C24H36N7O18P3S'],[-4]
"['C9H21N2O3', 'C9H20N2O3']","[0, 1]"
['C6H10NO3'],[-1]
['C39H43N11O18'],[-6]
['C44H51N12O21'],[-7]
['C6H11NO3'],[0]
['C3H6NO5S'],[-1]
['CO2RC7H14NO2'],[0]
['C3H6O'],[0]
['C3H7NO2'],[0]
['C6H13N2OX'],[0]
['C27H45NO4'],[0]
['C25H38N7O17P3S'],[-4]
['C10H15N2O3S'],[-1]
['C29H45NO4'],[0]
"['C23H33O4', 'C22H33O4']",[-1]
['C3H7NO2S'],[0]
['C9H13N3O5'],[0]
['C10H12N5O12P3'],[-4]
['C33H52N7O17P3S'],[-4]
['C10H12N5O10P2'],[-3]
['C10H12N5O13P3'],[-4]
"['C18H37NO4', 'C18H35NO4']",[0]
